Country,Year,Series,Value
South-central Asia,2005,Population density,159.4933
South-central Asia,2010,Population mid-year estimates (millions),1775.3605
South-central Asia,2010,Population mid-year estimates for males (millions),916.4623
South-central Asia,2010,Population mid-year estimates for females (millions),858.8983
South-central Asia,2010,Sex ratio (males per 100 females),106.7021
South-central Asia,2010,Population aged 0 to 14 years old (percentage),31.554
South-central Asia,2010,Population aged 60+ years old (percentage),7.5035
South-central Asia,2010,Population density,171.9158
South-central Asia,2017,Population mid-year estimates (millions),1944.1086
South-central Asia,2017,Population mid-year estimates for males (millions),1001.6982
South-central Asia,2017,Population mid-year estimates for females (millions),942.4103
South-central Asia,2017,Sex ratio (males per 100 females),106.2911
South-central Asia,2017,Population aged 0 to 14 years old (percentage),28.6704
South-central Asia,2017,Population aged 60+ years old (percentage),8.8214
South-central Asia,2017,Population density,188.2564
South-central Asia,2017,Surface area (thousand km2),10791
South-central Asia,2020,Population mid-year estimates (millions),2014.7086
South-central Asia,2020,Population mid-year estimates for males (millions),1037.5977
South-central Asia,2020,Population mid-year estimates for females (millions),977.1108
South-central Asia,2020,Sex ratio (males per 100 females),106.1904
South-central Asia,2020,Population aged 0 to 14 years old (percentage),27.571
South-central Asia,2020,Population aged 60+ years old (percentage),9.4638
South-central Asia,2020,Population density,195.0929
South-eastern Asia,2005,Population mid-year estimates (millions),561.1561
South-eastern Asia,2005,Population mid-year estimates for males (millions),279.6573
South-eastern Asia,2005,Population mid-year estimates for females (millions),281.4988
South-eastern Asia,2005,Sex ratio (males per 100 females),99.3458
South-eastern Asia,2005,Population aged 0 to 14 years old (percentage),29.9131
South-eastern Asia,2005,Population aged 60+ years old (percentage),7.6058
South-eastern Asia,2005,Population density,129.2778
South-eastern Asia,2010,Population mid-year estimates (millions),596.9472
South-eastern Asia,2010,Population mid-year estimates for males (millions),298.3446
South-eastern Asia,2010,Population mid-year estimates for females (millions),298.6027
South-eastern Asia,2010,Sex ratio (males per 100 females),99.9136
South-eastern Asia,2010,Population aged 0 to 14 years old (percentage),27.9343
South-eastern Asia,2010,Population aged 60+ years old (percentage),8.1471
South-eastern Asia,2010,Population density,137.5233
South-eastern Asia,2017,Population mid-year estimates (millions),648.4597
South-eastern Asia,2017,Population mid-year estimates for males (millions),323.9644
South-eastern Asia,2017,Population mid-year estimates for females (millions),324.4954
South-eastern Asia,2017,Sex ratio (males per 100 females),99.8364
South-eastern Asia,2017,Population aged 0 to 14 years old (percentage),26.0088
South-eastern Asia,2017,Population aged 60+ years old (percentage),10.0192
South-eastern Asia,2017,Population density,149.3906
South-eastern Asia,2017,Surface area (thousand km2),4495
South-eastern Asia,2020,Population mid-year estimates (millions),668.6198
South-eastern Asia,2020,Population mid-year estimates for males (millions),333.9317
South-eastern Asia,2020,Population mid-year estimates for females (millions),334.6881
South-eastern Asia,2020,Sex ratio (males per 100 females),99.774
South-eastern Asia,2020,Population aged 0 to 14 years old (percentage),25.1632
South-eastern Asia,2020,Population aged 60+ years old (percentage),11.1364
South-eastern Asia,2020,Population density,154.035
Southern Asia,2005,Population mid-year estimates (millions),1588.6239
Southern Asia,2005,Population mid-year estimates for males (millions),822.6129
Southern Asia,2005,Population mid-year estimates for females (millions),766.011
Southern Asia,2005,Sex ratio (males per 100 females),107.3892
Southern Asia,2005,Population aged 0 to 14 years old (percentage),33.6174
Southern Asia,2005,Population aged 60+ years old (percentage),7.0309
Southern Asia,2005,Population density,248.2176
Southern Asia,2010,Population mid-year estimates (millions),1712.5555
Southern Asia,2010,Population mid-year estimates for males (millions),885.4445
Southern Asia,2010,Population mid-year estimates for females (millions),827.1109
Southern Asia,2010,Sex ratio (males per 100 females),107.0527
Southern Asia,2010,Population aged 0 to 14 years old (percentage),31.6587
Southern Asia,2010,Population aged 60+ years old (percentage),7.5228
Southern Asia,2010,Population density,267.5815
Southern Asia,2017,Population mid-year estimates (millions),1873.2411
Southern Asia,2017,Population mid-year estimates for males (millions),966.6291
Southern Asia,2017,Population mid-year estimates for females (millions),906.612
Southern Asia,2017,Sex ratio (males per 100 females),106.6199
Southern Asia,2017,Population aged 0 to 14 years old (percentage),28.6249
Southern Asia,2017,Population aged 60+ years old (percentage),8.8488
Southern Asia,2017,Population density,292.6881
Southern Asia,2017,Surface area (thousand km2),6688
Southern Asia,2020,Population mid-year estimates (millions),1940.3696
Southern Asia,2020,Population mid-year estimates for males (millions),1000.7856
Southern Asia,2020,Population mid-year estimates for females (millions),939.584
Southern Asia,2020,Sex ratio (males per 100 females),106.5137
Southern Asia,2020,Population aged 0 to 14 years old (percentage),27.4598
Southern Asia,2020,Population aged 60+ years old (percentage),9.4845
Southern Asia,2020,Population density,303.1767
Western Asia,2005,Population mid-year estimates (millions),205.5643
Western Asia,2005,Population mid-year estimates for males (millions),105.4308
Western Asia,2005,Population mid-year estimates for females (millions),100.1335
Western Asia,2005,Sex ratio (males per 100 females),105.2903
Western Asia,2005,Population aged 0 to 14 years old (percentage),33.5223
Western Asia,2005,Population aged 60+ years old (percentage),7.1738
Western Asia,2005,Population density,42.7808
Western Asia,2010,Population mid-year estimates (millions),232.4265
Western Asia,2010,Population mid-year estimates for males (millions),120.8597
Western Asia,2010,Population mid-year estimates for females (millions),111.5668
Western Asia,2010,Sex ratio (males per 100 females),108.3294
Western Asia,2010,Population aged 0 to 14 years old (percentage),31.0947
Western Asia,2010,Population aged 60+ years old (percentage),7.2531
Western Asia,2010,Population density,48.3712
Western Asia,2017,Population mid-year estimates (millions),266.7037
Western Asia,2017,Population mid-year estimates for males (millions),139.3476
Western Asia,2017,Population mid-year estimates for females (millions),127.3562
Western Asia,2017,Sex ratio (males per 100 females),109.4157
Western Asia,2017,Population aged 0 to 14 years old (percentage),28.8666
Western Asia,2017,Population aged 60+ years old (percentage),8.2482
Western Asia,2017,Population density,55.5048
Western Asia,2017,Surface area (thousand km2),4831
Western Asia,2020,Population mid-year estimates (millions),279.6368
Western Asia,2020,Population mid-year estimates for males (millions),146.4569
Western Asia,2020,Population mid-year estimates for females (millions),133.1799
Western Asia,2020,Sex ratio (males per 100 females),109.9692
Western Asia,2020,Population aged 0 to 14 years old (percentage),28.1075
Western Asia,2020,Population aged 60+ years old (percentage),8.8327
Western Asia,2020,Population density,58.1963
Europe,2005,Population mid-year estimates (millions),729.2878
Europe,2005,Population mid-year estimates for males (millions),351.2235
Europe,2005,Population mid-year estimates for females (millions),378.0644
Europe,2005,Sex ratio (males per 100 females),92.9004
Europe,2005,Population aged 0 to 14 years old (percentage),15.9187
Europe,2005,Population aged 60+ years old (percentage),20.6052
Europe,2005,Population density,32.9474
Europe,2010,Population mid-year estimates (millions),736.413
Europe,2010,Population mid-year estimates for males (millions),354.6154
Europe,2010,Population mid-year estimates for females (millions),381.7976
Europe,2010,Sex ratio (males per 100 females),92.8805
Europe,2010,Population aged 0 to 14 years old (percentage),15.4855
Europe,2010,Population aged 60+ years old (percentage),21.9921
Europe,2010,Population density,33.2693
Europe,2017,Population mid-year estimates (millions),745.4147
Europe,2017,Population mid-year estimates for males (millions),359.5762
Europe,2017,Population mid-year estimates for females (millions),385.8386
Europe,2017,Sex ratio (males per 100 females),93.1934
Europe,2017,Population aged 0 to 14 years old (percentage),15.937
Europe,2017,Population aged 60+ years old (percentage),24.5223
Europe,2017,Population density,33.676
Europe,2017,Surface area (thousand km2),23049
Europe,2020,Population mid-year estimates (millions),747.636
Europe,2020,Population mid-year estimates for males (millions),361.061
Europe,2020,Population mid-year estimates for females (millions),386.5751
Europe,2020,Sex ratio (males per 100 females),93.4
Europe,2020,Population aged 0 to 14 years old (percentage),16.06
Europe,2020,Population aged 60+ years old (percentage),25.655
Europe,2020,Population density,33.7763
Eastern Europe,2005,Population mid-year estimates (millions),297.5005
Eastern Europe,2005,Population mid-year estimates for males (millions),140.2137
Eastern Europe,2005,Population mid-year estimates for females (millions),157.2868
Eastern Europe,2005,Sex ratio (males per 100 females),89.1453
Eastern Europe,2005,Population aged 0 to 14 years old (percentage),15.3595
Eastern Europe,2005,Population aged 60+ years old (percentage),18.203
Eastern Europe,2005,Population density,16.4795
Eastern Europe,2010,Population mid-year estimates (millions),294.8729
Eastern Europe,2010,Population mid-year estimates for males (millions),138.6137
Eastern Europe,2010,Population mid-year estimates for females (millions),156.2592
Eastern Europe,2010,Sex ratio (males per 100 females),88.7076
Eastern Europe,2010,Population aged 0 to 14 years old (percentage),14.8651
Eastern Europe,2010,Population aged 60+ years old (percentage),19.3038
Eastern Europe,2010,Population density,16.3339
